Accessible data table begins in Cell A5. Item descriptions are contained within input messages in Cell G5 through Cell AI5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General Relief and Interim Assistance to Applicants for SSI/SSP
Monthly Caseload and Expenditure Report
(GR 237)",,,,,,,PART A.  CASELOAD (GENERAL RELIEF AND INTERIM ASSISTANCE),,,,,,PART B.  CASELOAD AND EXPENDITURES,,,,,,,,,,,PART C.  SSI/SSP INTERIM ASSISTANCE,,,,,,,,,,,PART E. NET GENERAL RELIEF EXPENDITURES,
,,,,,,,Adjustment,"1. Cases
brought
forward","2. Cases 
added
during 
month",3. Total cases available during month,4. Cases discontinued during month,5. Cases carried forward to next month,6. Total cases,a. Family cases,b. One-person cases,6. Total cases,a. Family cases,b. One-person cases,6. Total GR,(1) Amount in cash,(2) Amount in kind,a. Family cases,b. One-person cases,7. Cases added during month,8. Total SSA checks disposed of during month,8a. Disposed within 1-10 working days,9. SSA sent SSI/SSP check directly to recipient,10. Denial notice received,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,,
,,,,,,,,,,,,,"CASES
A",,,"PERSONS
B",,,"AMOUNT
C",,,,,,,,,,"CASES
A",,,"AMOUNT
C",,,"Net General Relief
Expenditure (Column C 
Items 6 - Item 11)",
Jan18,1,2018,San Luis Obispo,40,2017-18,2018,0,176,61,237,42,195,238,*,236,239,*,236,70409,70354,55,256,70153,49,*,*,0,14,*,*,0,2190,2190,0,68219,
Jan18,1,2018,San Mateo,41,2017-18,2018,0,290,49,339,55,284,352,0,352,352,0,352,134457,29451,105006,0,134457,*,*,*,0,0,*,*,0,13191,13191,0,121266,
Jan18,1,2018,Santa Barbara,42,2017-18,2018,*,354,176,530,171,359,528,*,525,531,*,525,64774,38492,26282,681,64093,25,*,*,0,16,*,*,*,1465,1339,126,63309,
Jan18,1,2018,Santa Clara,43,2017-18,2018,*,2972,738,3710,621,3089,3701,17,3684,3718,34,3684,645862,513490,132372,46577,599285,15,20,20,0,35,20,20,0,42267,42267,0,603595,
Jan18,1,2018,Santa Cruz,44,2017-18,2018,0,249,78,327,68,259,240,*,238,242,*,238,55933,55933,0,724,55209,78,*,*,0,*,*,*,0,6211,6041,170,49722,
Jan18,1,2018,Shasta,45,2017-18,2018,0,249,49,298,53,245,263,0,263,263,0,263,76016,76016,0,0,76016,0,*,*,0,*,*,*,*,27412,24685,2727,48604,
Jan18,1,2018,Sierra,46,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,769,402,367,0,769,0,0,0,0,0,*,*,*,3094,1986,1108,-2325,
Jan18,1,2018,Siskiyou,47,2017-18,2018,0,28,18,46,*,43,37,0,37,37,0,37,10200,10200,0,0,10200,0,0,0,0,0,*,*,0,3742,3587,155,6458,
Jan18,1,2018,Solano,48,2017-18,2018,-8,397,211,608,181,427,628,0,628,628,0,628,222202,222202,0,0,222202,*,*,*,0,16,*,*,0,26238,26238,0,195964,
Jan18,1,2018,Sonoma,49,2017-18,2018,0,207,67,274,45,229,274,*,273,275,*,273,47012,23795,23217,197,46815,19,0,0,0,13,*,*,0,8497,8497,0,38515,
Jan18,1,2018,Stanislaus,50,2017-18,2018,0,112,31,143,29,114,158,0,158,158,0,158,71591,71591,0,0,71591,13,*,*,0,*,*,*,*,24492,17589,6903,47099,
Jan18,1,2018,Sutter,51,2017-18,2018,0,0,16,16,16,0,16,0,16,16,0,16,7852,7852,0,0,7852,*,0,0,0,0,0,0,0,*,0,*,7842,
Jan18,1,2018,Tehama,52,2017-18,2018,0,19,*,26,*,20,26,0,26,26,0,26,5565,5565,0,0,5565,*,*,*,0,0,*,*,0,1589,1269,320,3976,
Jan18,1,2018,Trinity,53,2017-18,2018,0,*,*,12,*,*,11,0,11,11,0,11,1822,1034,788,0,1822,*,*,*,0,0,*,*,*,855,845,*,967,
Jan18,1,2018,Tulare,54,2017-18,2018,0,544,93,637,129,508,504,*,501,509,*,501,101319,101319,0,1028,100291,*,11,11,0,19,11,11,0,30537,30537,0,70782,
Jan18,1,2018,Tuolumne,55,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,4242,147,4095,0,4242,0,0,0,0,0,0,0,0,506,0,506,3736,
Jan18,1,2018,Ventura,56,2017-18,2018,0,276,70,346,62,284,348,*,347,349,*,347,77782,3281,74501,418,77364,*,*,*,0,28,49,*,48,8906,7627,1279,68876,
Jan18,1,2018,Yolo,57,2017-18,2018,0,106,19,125,15,110,80,*,78,82,*,78,11265,11265,0,543,10722,0,*,*,0,*,*,*,0,4009,4009,0,7256,
Jan18,1,2018,Yuba,58,2017-18,2018,0,18,*,25,*,18,28,0,28,28,0,28,2496,2338,158,0,2496,0,0,0,*,0,0,0,0,0,0,0,2496,
Feb18,2,2018,Statewide,00,2017-18,2018,2930,101932,23559,125491,26991,98500,127861,2640,125221,130705,5484,125221,29631020,28596785,1034235,742033,28888987,4330,715,714,*,1344,801,708,93,2744333,2681592,62741,26886687,
Feb18,2,2018,Alameda,01,2017-18,2018,*,7849,1097,8946,1033,7913,8877,147,8730,9024,294,8730,3058406,3058406,0,79274,2979132,12,44,44,0,201,44,44,0,333167,333167,0,2725239,
Feb18,2,2018,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Feb18,2,2018,Amador,03,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,968,968,0,0,968,0,0,0,0,0,0,0,0,0,0,0,968,
Feb18,2,2018,Butte,04,2017-18,2018,0,374,82,456,83,373,457,0,457,457,0,457,153376,153376,0,0,153376,33,*,*,0,0,*,*,*,28885,22404,6481,124491,
Feb18,2,2018,Calaveras,05,2017-18,2018,0,19,*,22,*,19,19,0,19,19,0,19,5430,5280,150,0,5430,*,0,0,0,0,*,*,0,6808,6343,465,-1378,
Feb18,2,2018,Colusa,06,2017-18,2018,0,16,*,20,0,20,*,0,*,*,0,*,1713,1415,298,0,1713,0,0,0,0,0,0,0,0,30,0,30,1683,
Feb18,2,2018,Contra Costa,07,2017-18,2018,*,552,168,720,212,508,730,0,730,730,0,730,128492,104983,23509,0,128492,*,12,12,0,48,12,12,0,28042,28042,0,100450,
Feb18,2,2018,Del Norte,08,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,1657,0,1657,0,1657,0,0,0,0,0,0,0,0,0,0,0,1657,
Feb18,2,2018,El Dorado,09,2017-18,2018,0,84,24,108,53,55,55,0,55,55,0,55,7602,6068,1534,0,7602,0,0,0,0,0,*,*,0,10446,9726,720,-2844,
Feb18,2,2018,Fresno,10,2017-18,2018,13,2544,457,3001,431,2570,3097,*,3091,3103,12,3091,685115,685115,0,2271,682844,100,41,41,0,94,41,41,0,110632,110632,0,574483,
Feb18,2,2018,Glenn,11,2017-18,2018,0,13,*,17,*,11,17,0,17,17,0,17,5348,4348,1000,0,5348,0,0,0,0,0,*,*,0,5353,5353,0,-5,
Feb18,2,2018,Humboldt,12,2017-18,2018,0,138,72,210,56,154,210,0,210,210,0,210,66894,65204,1690,0,66894,*,*,*,0,*,18,0,18,43063,22326,20737,23831,
Feb18,2,2018,Imperial,13,2017-18,2018,0,79,16,95,*,89,81,0,81,81,0,81,14142,3575,10567,0,14142,0,0,0,0,0,0,0,0,0,0,0,14142,
Feb18,2,2018,Inyo,14,2017-18,2018,0,34,*,41,*,32,41,0,41,41,0,41,13246,13246,0,0,13246,*,0,0,0,0,0,0,0,0,0,0,13246,
Feb18,2,2018,Kern,15,2017-18,2018,0,734,171,905,180,725,1044,*,1043,1045,*,1043,272570,250154,22416,333,272237,171,15,15,0,30,15,15,0,38548,38425,123,234022,
Feb18,2,2018,Kings,16,2017-18,2018,0,112,67,179,105,74,112,0,112,112,0,112,4309,0,4309,0,4309,0,0,0,0,0,0,0,0,25,0,25,4284,
Feb18,2,2018,Lake,17,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,0,0,0,0,0,0,*,0,0,0,*,*,0,3254,3254,0,-3254,
Feb18,2,2018,Lassen,18,2017-18,2018,0,47,*,57,11,46,46,*,45,46,*,45,14838,14838,0,336,14502,*,0,0,0,*,*,0,*,2591,0,2591,12247,
Feb18,2,2018,Los Angeles,19,2017-18,2018,2913,65126,15881,81007,19024,61983,86089,2337,83752,88632,4880,83752,17754249,17623655,130594,556726,17197523,3684,364,364,0,599,364,364,0,1346676,1346676,0,16407573,
Feb18,2,2018,Madera,20,2017-18,2018,0,139,*,146,*,140,107,*,103,111,*,103,24315,24315,0,1916,22399,0,0,0,0,0,*,*,0,22086,22086,0,2229,
Feb18,2,2018,Marin,21,2017-18,2018,0,546,106,652,94,558,574,0,574,574,0,574,205785,205785,0,0,205785,*,*,*,0,*,*,*,0,31912,30807,1105,173873,
Feb18,2,2018,Mariposa,22,2017-18,2018,0,0,27,27,27,0,27,0,27,27,0,27,6073,6073,0,0,6073,0,0,0,0,0,0,0,0,0,0,0,6073,
Feb18,2,2018,Mendocino,23,2017-18,2018,0,46,14,60,11,49,51,*,49,53,*,49,13249,10488,2761,1211,12038,*,*,*,0,*,0,0,0,1644,1546,98,11605,
Feb18,2,2018,Merced,24,2017-18,2018,0,82,*,84,*,82,84,0,84,84,0,84,12742,12742,0,0,12742,*,0,0,0,*,0,0,0,0,0,0,12742,
Feb18,2,2018,Modoc,25,2017-18,2018,0,32,15,47,*,37,37,0,37,37,0,37,8017,8017,0,0,8017,*,0,0,0,0,0,0,0,0,0,0,8017,
Feb18,2,2018,Mono,26,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,671,671,0,0,671,0,0,0,0,0,0,0,0,0,0,0,671,
Feb18,2,2018,Monterey,27,2017-18,2018,0,359,69,428,63,365,409,*,405,413,*,405,120948,120468,480,1840,119108,*,*,*,0,*,*,*,0,13372,12940,432,107576,
Feb18,2,2018,Napa,28,2017-18,2018,0,12,*,13,*,*,14,0,14,14,0,14,1290,0,1290,0,1290,0,0,0,0,0,0,0,0,0,0,0,1290,
Feb18,2,2018,Nevada,29,2017-18,2018,0,74,11,85,19,66,66,0,66,66,0,66,10220,9839,381,0,10220,0,*,*,0,0,*,*,0,7079,7049,30,3141,
Feb18,2,2018,Orange,30,2017-18,2018,0,4195,1121,5316,1206,4110,4030,56,3974,4086,112,3974,1205742,1191867,13875,26181,1179561,14,16,16,0,46,*,*,*,58674,48308,10366,1147068,
Feb18,2,2018,Placer,31,2017-18,2018,0,334,116,450,148,302,426,*,421,431,*,421,76293,76293,0,1695,74598,0,*,*,0,14,*,*,0,7158,7158,0,69135,
Feb18,2,2018,Plumas,32,2017-18,2018,0,27,*,29,*,22,22,0,22,22,0,22,4216,2720,1496,0,4216,0,0,0,0,0,*,0,*,427,0,427,3789,
Feb18,2,2018,Riverside,33,2017-18,2018,0,98,12,110,*,100,100,0,100,100,0,100,24120,0,24120,0,24120,*,0,0,0,0,0,0,0,55,0,55,24065,
Feb18,2,2018,Sacramento,34,2017-18,2018,0,3705,864,4569,838,3731,4654,24,4630,4678,48,4630,1121528,958750,162778,7494,1114034,0,40,40,0,0,35,35,0,73187,73187,0,1048341,
Feb18,2,2018,San Benito,35,2017-18,2018,0,95,14,109,29,80,80,0,80,80,0,80,24346,24346,0,0,24346,*,0,0,0,0,*,*,0,1986,1986,0,22360,
Feb18,2,2018,San Bernardino,36,2017-18,2018,0,308,20,328,37,291,276,*,274,278,*,274,71289,71289,0,592,70697,15,*,*,0,*,*,*,*,22024,19687,2337,49265,
Feb18,2,2018,San Diego,37,2017-18,2018,0,3229,829,4058,827,3231,3104,15,3089,3119,30,3089,958169,958169,0,6631,951538,36,37,37,0,51,37,37,0,112070,112070,0,846099,
Feb18,2,2018,San Francisco,38,2017-18,2018,-11,4020,619,4639,569,4070,4655,*,4648,4662,14,4648,1853091,1696071,157020,3331,1849760,34,34,34,0,89,34,34,0,161242,161242,0,1691849,
Feb18,2,2018,San Joaquin,39,2017-18,2018,0,685,204,889,232,657,847,*,842,852,*,842,105160,4832,100328,1089,104071,*,0,0,*,*,*,*,0,14806,13445,1361,90354,
Feb18,2,2018,San Luis Obispo,40,2017-18,2018,0,195,28,223,43,180,223,*,222,223,*,222,60407,60377,30,217,60190,26,*,*,0,15,*,*,0,6071,6071,0,54336,
Feb18,2,2018,San Mateo,41,2017-18,2018,0,284,48,332,57,275,349,0,349,349,0,349,116087,22441,93646,0,116087,*,*,*,0,0,*,*,0,12809,12809,0,103278,
Feb18,2,2018,Santa Barbara,42,2017-18,2018,-2,357,143,500,181,319,502,0,502,502,0,502,62781,36146,26635,0,62781,12,*,*,0,15,*,*,*,772,538,234,62009,
Feb18,2,2018,Santa Clara,43,2017-18,2018,-1,3088,629,3717,659,3058,3706,14,3692,3720,28,3692,658822,516739,142083,47308,611514,*,32,32,0,33,32,32,0,92745,92745,0,566077,
Feb18,2,2018,Santa Cruz,44,2017-18,2018,0,259,71,330,77,253,244,*,243,245,*,243,58901,58901,0,402,58499,71,*,*,0,*,0,0,0,3808,3658,150,55093,
Feb18,2,2018,Shasta,45,2017-18,2018,0,245,49,294,53,241,300,0,300,300,0,300,81789,81789,0,0,81789,0,*,*,0,*,13,*,*,38347,29696,8651,43442,
Feb18,2,2018,Sierra,46,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,878,402,476,0,878,0,0,0,0,0,*,0,*,125,0,125,753,
Feb18,2,2018,Siskiyou,47,2017-18,2018,0,43,*,46,15,31,39,0,39,39,0,39,10468,10468,0,0,10468,0,0,0,0,0,0,0,0,175,0,175,10293,
Feb18,2,2018,Solano,48,2017-18,2018,*,436,176,612,234,378,621,0,621,621,0,621,226028,226028,0,0,226028,*,*,*,0,13,*,*,0,24997,24997,0,201031,
Feb18,2,2018,Sonoma,49,2017-18,2018,0,229,40,269,57,212,269,0,269,269,0,269,50106,22186,27920,0,50106,17,0,0,0,12,*,*,0,25487,25487,0,24619,
Feb18,2,2018,Stanislaus,50,2017-18,2018,0,114,22,136,22,114,140,0,140,140,0,140,55923,55923,0,0,55923,*,*,*,0,*,*,*,*,20302,19283,1019,35621,
Feb18,2,2018,Sutter,51,2017-18,2018,0,0,18,18,18,0,18,0,18,18,0,18,6182,6182,0,0,6182,*,*,*,0,*,0,0,0,2944,2944,0,3238,
Feb18,2,2018,Tehama,52,2017-18,2018,0,20,*,25,*,18,25,0,25,25,0,25,4808,4808,0,0,4808,*,0,0,0,0,0,0,0,200,0,200,4608,
Feb18,2,2018,Trinity,53,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,3745,3021,724,0,3745,0,0,0,0,0,0,0,0,0,0,0,3745,
Feb18,2,2018,Tulare,54,2017-18,2018,0,508,133,641,99,542,493,*,490,496,*,490,98217,98217,0,965,97252,*,*,*,0,11,*,*,0,11720,11720,0,86497,
Feb18,2,2018,Tuolumne,55,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,672,147,525,0,672,0,0,0,0,0,*,0,*,1215,0,1215,-543,
Feb18,2,2018,Ventura,56,2017-18,2018,*,286,54,340,78,262,350,*,347,353,*,347,81336,1974,79362,1806,79530,*,*,*,0,20,53,*,50,14669,11080,3589,66667,
Feb18,2,2018,Yolo,57,2017-18,2018,0,110,15,125,19,106,77,*,75,79,*,75,14956,14956,0,415,14541,0,*,*,0,*,*,*,0,1781,1781,0,13175,
Feb18,2,2018,Yuba,58,2017-18,2018,0,18,*,26,14,12,27,0,27,27,0,27,3295,2714,581,0,3295,0,0,0,0,0,*,*,0,924,924,0,2371,
Mar18,3,2018,Statewide,00,2017-18,2018,2144,100644,25444,126088,26941,99147,128896,2650,126246,131777,5531,126246,29730666,28666014,1064652,733402,28997264,4790,709,709,*,1402,852,696,156,*,2898600,*,26726152,
Mar18,3,2018,Alameda,01,2017-18,2018,-4,7909,1154,9063,1084,7979,9001,142,8859,9143,284,8859,3095562,3095562,0,76971,3018591,*,58,58,0,196,58,58,0,469047,469047,0,2626515,
Mar18,3,2018,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mar18,3,2018,Amador,03,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,1299,1299,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,1299,
Mar18,3,2018,Butte,04,2017-18,2018,0,373,61,434,69,365,435,0,435,435,0,435,147613,147613,0,0,147613,26,*,*,0,0,*,*,*,29930,26356,3574,117683,
Mar18,3,2018,Calaveras,05,2017-18,2018,0,19,*,23,*,19,19,0,19,19,0,19,4790,4790,0,0,4790,*,0,0,0,0,0,0,0,680,0,680,4110,
Mar18,3,2018,Colusa,06,2017-18,2018,0,20,*,21,0,21,*,0,*,*,0,*,3016,1625,1391,0,3016,0,0,0,0,0,0,0,0,0,0,0,3016,
Mar18,3,2018,Contra Costa,07,2017-18,2018,0,508,172,680,213,467,692,0,692,692,0,692,133999,112647,21352,0,133999,*,15,15,0,64,15,15,0,43329,43329,0,90670,
Mar18,3,2018,Del Norte,08,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,1586,0,1586,0,1586,0,0,0,0,0,0,0,0,0,0,0,1586,
Mar18,3,2018,El Dorado,09,2017-18,2018,0,55,21,76,*,66,66,0,66,66,0,66,7686,6546,1140,0,7686,0,0,0,0,0,0,0,0,459,0,459,7227,
Mar18,3,2018,Fresno,10,2017-18,2018,23,2593,375,2968,530,2438,3068,*,3062,3074,12,3062,680578,680578,0,2063,678515,112,33,33,0,81,33,33,0,82871,82871,0,597707,
Mar18,3,2018,Glenn,11,2017-18,2018,0,11,*,16,*,*,16,0,16,16,0,16,6331,4331,2000,0,6331,0,0,0,0,0,0,0,0,0,0,0,6331,
Mar18,3,2018,Humboldt,12,2017-18,2018,0,154,74,228,84,144,228,0,228,228,0,228,65395,63315,2080,0,65395,*,*,*,0,*,53,*,52,50249,1939,48310,15146,
Mar18,3,2018,Imperial,13,2017-18,2018,0,89,13,102,*,94,86,0,86,86,0,86,16048,4040,12008,0,16048,0,0,0,0,0,0,0,0,0,0,0,16048,
Mar18,3,2018,Inyo,14,2017-18,2018,*,35,*,40,*,32,32,0,32,32,0,32,13538,13538,0,0,13538,0,0,0,0,0,0,0,0,0,0,0,13538,
Mar18,3,2018,Kern,15,2017-18,2018,0,725,199,924,244,680,1114,*,1113,1115,*,1113,299640,279121,20519,549,299091,199,15,15,0,34,18,18,0,42779,42603,176,256861,
Mar18,3,2018,Kings,16,2017-18,2018,0,74,26,100,17,83,112,0,112,112,0,112,17274,0,17274,0,17274,0,0,0,0,0,0,0,0,0,0,0,17274,
Mar18,3,2018,Lake,17,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,4034,4034,0,0,4034,0,0,0,0,0,0,0,0,0,0,0,4034,
Mar18,3,2018,Lassen,18,2017-18,2018,0,46,19,65,19,46,46,*,45,46,*,45,15190,15190,0,336,14854,*,0,0,0,0,0,0,0,1345,0,1345,13845,
Mar18,3,2018,Los Angeles,19,2017-18,2018,2175,64158,16936,81094,18758,62336,86379,2359,84020,88961,4941,84020,17630844,17496838,134006,555789,17075055,4073,319,319,0,595,319,319,0,1180901,1180901,0,16449943,
Mar18,3,2018,Madera,20,2017-18,2018,-29,111,*,121,24,97,97,*,96,104,*,96,21598,21598,0,525,21073,0,0,0,0,0,*,*,0,8999,8999,0,12599,
Mar18,3,2018,Marin,21,2017-18,2018,0,558,132,690,114,576,630,0,630,630,0,630,233418,233418,0,0,233418,*,*,*,0,*,*,*,0,22832,21977,855,210586,
Mar18,3,2018,Mariposa,22,2017-18,2018,0,0,35,35,35,0,35,0,35,35,0,35,7964,7964,0,0,7964,0,0,0,0,0,0,0,0,0,0,0,7964,
Mar18,3,2018,Mendocino,23,2017-18,2018,0,49,19,68,*,58,58,*,56,60,*,56,13057,9791,3266,295,12762,*,*,*,0,0,*,*,*,3071,2090,981,9986,
Mar18,3,2018,Merced,24,2017-18,2018,0,82,*,87,*,82,82,0,82,82,0,82,13136,13136,0,0,13136,0,0,0,0,0,0,0,0,0,0,0,13136,
Mar18,3,2018,Modoc,25,2017-18,2018,0,37,12,49,11,38,38,0,38,38,0,38,8713,8713,0,0,8713,*,0,0,0,0,0,0,0,0,0,0,8713,
Mar18,3,2018,Mono,26,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,671,671,0,0,671,0,0,0,0,0,0,0,0,0,0,0,671,
Mar18,3,2018,Monterey,27,2017-18,2018,0,365,80,445,79,366,405,*,401,412,11,401,120925,120468,457,2157,118768,13,*,*,0,*,*,*,0,19634,19564,70,101291,
Mar18,3,2018,Napa,28,2017-18,2018,0,*,*,11,0,11,12,0,12,12,0,12,4375,0,4375,0,4375,0,0,0,0,0,0,0,0,0,0,0,4375,
Mar18,3,2018,Nevada,29,2017-18,2018,0,66,26,92,14,78,78,0,78,78,0,78,10986,10905,81,0,10986,*,*,*,0,0,*,*,0,12985,12935,50,-1999,
Mar18,3,2018,Orange,30,2017-18,2018,0,4110,1266,5376,1108,4268,4081,56,4025,4137,112,4025,1188954,1177523,11431,25177,1163777,15,26,26,0,39,11,*,*,67229,54192,13037,1121725,
Mar18,3,2018,Placer,31,2017-18,2018,0,302,142,444,107,337,421,*,417,425,*,417,72145,72145,0,1454,70691,0,*,*,0,*,*,*,0,15641,15641,0,56504,
Mar18,3,2018,Plumas,32,2017-18,2018,0,22,*,30,*,24,28,0,28,28,0,28,4405,3190,1215,0,4405,0,0,0,0,0,0,0,0,255,0,255,4150,
Mar18,3,2018,Riverside,33,2017-18,2018,0,100,*,110,*,101,101,0,101,101,0,101,28113,0,28113,0,28113,*,*,*,0,*,*,*,0,2421,2326,95,25692,
Mar18,3,2018,Sacramento,34,2017-18,2018,-14,3717,1087,4804,1003,3801,4894,20,4874,4914,40,4874,1155962,991370,164592,6103,1149859,0,46,46,0,0,37,37,0,112876,112876,0,1043086,
Mar18,3,2018,San Benito,35,2017-18,2018,0,80,19,99,30,69,69,0,69,69,0,69,20465,20465,0,0,20465,*,0,0,0,0,*,*,0,3993,3972,21,16472,
Mar18,3,2018,San Bernardino,36,2017-18,2018,0,291,16,307,39,268,276,*,275,277,*,275,68306,68306,0,155,68151,15,*,*,0,*,*,*,*,25658,19145,6513,42648,
Mar18,3,2018,San Diego,37,2017-18,2018,0,3231,866,4097,886,3211,3125,*,3115,3135,20,3115,950581,950581,0,3762,946819,40,30,30,0,78,30,30,0,162008,162008,0,788573,
Mar18,3,2018,San Francisco,38,2017-18,2018,-12,4058,733,4791,610,4181,4809,*,4802,4816,14,4802,1875804,1718272,157532,3331,1872473,52,52,52,0,93,52,52,0,300357,300357,0,1575447,
Mar18,3,2018,San Joaquin,39,2017-18,2018,0,657,247,904,238,666,851,*,849,853,*,849,107193,4208,102985,615,106578,0,0,0,*,14,*,*,0,9556,8005,1551,97637,
Mar18,3,2018,San Luis Obispo,40,2017-18,2018,0,180,51,231,47,184,230,*,228,230,*,228,65323,65193,130,387,64936,38,*,*,0,16,*,*,0,20172,20172,0,45151,
Mar18,3,2018,San Mateo,41,2017-18,2018,0,275,54,329,55,274,351,0,351,351,0,351,117882,21746,96136,0,117882,*,*,*,0,0,*,*,0,38642,38642,0,79240,
Mar18,3,2018,Santa Barbara,42,2017-18,2018,*,320,184,504,166,338,503,*,499,507,*,499,61926,35984,25942,965,60961,23,*,*,0,24,*,*,*,8570,8511,59,53356,
Mar18,3,2018,Santa Clara,43,2017-18,2018,-2,3056,698,3754,704,3050,3746,17,3729,3763,34,3729,675649,531462,144187,48832,626817,12,18,18,0,36,18,18,0,59965,59965,0,615684,
Mar18,3,2018,Santa Cruz,44,2017-18,2018,0,253,68,321,66,255,233,*,232,234,*,232,54159,54159,0,328,53831,68,*,*,0,*,0,0,0,7688,7465,223,46471,
Mar18,3,2018,Shasta,45,2017-18,2018,0,241,54,295,48,247,324,0,324,324,0,324,87904,87904,0,0,87904,0,*,*,0,*,37,11,26,44452,22875,21577,43452,
Mar18,3,2018,Sierra,46,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,542,268,274,0,542,0,0,0,0,0,*,0,*,50,0,50,492,
Mar18,3,2018,Siskiyou,47,2017-18,2018,0,31,*,34,*,32,41,0,41,41,0,41,10417,10417,0,0,10417,0,0,0,0,0,*,*,0,1600,1405,195,8817,
Mar18,3,2018,Solano,48,2017-18,2018,0,378,221,599,188,411,614,0,614,614,0,614,226170,226170,0,0,226170,*,13,13,0,26,13,13,0,69543,69543,0,156627,
Mar18,3,2018,Sonoma,49,2017-18,2018,0,212,52,264,47,217,264,*,263,265,*,263,45979,23149,22830,70,45909,17,0,0,0,11,13,13,0,31482,31482,0,14497,
Mar18,3,2018,Stanislaus,50,2017-18,2018,0,114,16,130,22,108,147,0,147,147,0,147,108477,108477,0,0,108477,*,*,*,0,*,*,*,*,19444,16943,2501,89033,
Mar18,3,2018,Sutter,51,2017-18,2018,0,0,14,14,14,0,14,0,14,14,0,14,4452,4452,0,0,4452,*,0,0,0,0,0,0,0,0,0,0,4452,
Mar18,3,2018,Tehama,52,2017-18,2018,0,18,*,23,*,19,23,0,23,23,0,23,4269,4269,0,0,4269,*,0,0,0,*,*,0,*,663,0,663,3606,
Mar18,3,2018,Trinity,53,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,3015,2472,543,0,3015,0,0,0,0,0,*,0,*,*,0,*,3005,
Mar18,3,2018,Tulare,54,2017-18,2018,0,542,109,651,102,549,509,*,504,516,12,504,104843,104843,0,1753,103090,*,*,*,0,20,*,*,0,29684,29684,0,75159,
Mar18,3,2018,Tuolumne,55,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,4613,278,4335,0,4613,0,0,0,0,0,0,0,0,25,0,25,4588,
Mar18,3,2018,Ventura,56,2017-18,2018,*,265,99,364,63,301,367,*,365,369,*,365,85694,2980,82714,1170,84524,0,0,0,0,22,52,0,52,2639,0,2639,83055,
Mar18,3,2018,Yolo,57,2017-18,2018,0,106,20,126,23,103,78,*,76,80,*,76,15772,15772,0,615,15157,0,*,*,0,*,*,*,0,780,780,0,14992,
Mar18,3,2018,Yuba,58,2017-18,2018,0,12,*,19,*,14,24,0,24,24,0,24,2386,2228,158,0,2386,0,0,0,0,0,0,0,0,0,0,0,2386,
Apr18,4,2018,Statewide,00,2017-18,2018,2202,101349,23986,125335,26602,98733,128122,2630,125492,130950,5458,125492,29541156,28497327,1043829,726620,28814536,4649,798,795,*,1635,871,763,108,2989081,2933382,*,26552075,
Apr18,4,2018,Alameda,01,2017-18,2018,*,7981,1178,9159,1146,8013,9100,143,8957,9243,286,8957,3141604,3141604,0,75301,3066303,*,37,37,0,341,37,37,0,270505,270505,0,2871099,
Apr18,4,2018,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Apr18,4,2018,Amador,03,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,2099,2099,0,0,2099,0,0,0,0,0,0,0,0,0,0,0,2099,
Apr18,4,2018,Butte,04,2017-18,2018,0,365,83,448,78,370,447,0,447,447,0,447,151492,151492,0,0,151492,14,*,*,0,0,*,*,*,31830,28362,3468,119662,
Apr18,4,2018,Calaveras,05,2017-18,2018,0,19,*,22,*,18,18,0,18,18,0,18,4751,4451,300,0,4751,0,0,0,0,0,*,0,*,796,0,796,3955,
Apr18,4,2018,Colusa,06,2017-18,2018,0,21,*,22,0,22,*,*,*,*,*,*,1931,1484,447,298,1633,0,0,0,0,0,0,0,0,240,0,240,1691,
